Month,Day,Year,ReleaseEvent,TagSite,Species,TL,RewardTag1,RewardTag2,Radio.Tag.Frequency,Code,Combined,Group,Notes,Lat,Long,MortalitySignal,GroupMovement,SignalStrength,Flight,TournamentRelease ,TJ,ReportedTourneyRelease,ReleaseRamp,ManuallyTracked
2,22,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80597667,-86.0656,A,A,128,,,,,,N
3,9,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80651333,-86.06561167,A,A,113,,,,,,N
4,12,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80615,-86.06627,A,A,,,,,,,Y
4,29,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80648,-86.06618,A,A,,,,,,,Y
5,8,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80639,-86.06617,A,A,,,,,,,Y
5,24,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.8064,-86.06617,A,A,,,,,,,Y
6,5,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80666,-86.06609,A,A,,,,,,,Y
6,21,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80673,-86.06609,A,A,,,,,,,Y
7,6,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80718,-86.06583,A,A,,,,,,,Y
7,17,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80649,-86.06615,A,A,,,,,,,Y
8,3,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,"bluff, not found 8/26",33.80742,-86.06575,A,A,,,,,,,Y
12,3,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80755,-86.06368,D,A,,,,,,,Y
12,18,2023,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,Stopped Manual Tracking,33.80772,-86.06376,D,D,,,,,,,Y
3,29,2024,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,,,33.80723833,-86.06312833,D,D,97,,,,,,N
5,3,2024,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80763167,-86.06447167,D,D,100,,,,,,N
5,29,2024,2,101,ALB,437,5033,NA,150.333,I-20,150.333I-20,L,,33.80725667,-86.06453,D,D,92,,,,,,N
1,2,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79843895,-86.05704445,A,A,,,,,,,Y
2,22,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79750167,-86.06206167,A,A,97,,,,,,N
3,9,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79867,-86.05632167,A,A,136,,,,,,N
4,29,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79871,-86.05609,A,A,,,,,,,Y
5,8,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79874,-86.05613,D,A,,,,,,,Y
6,5,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,Stopped Manual Tracking,33.79873,-86.05605,D,D,,,,,,,Y
6,21,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79814833,-86.05824333,D,D,108,,,,,,N
7,6,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79837167,-86.056995,D,D,125,,,,,,N
7,17,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79886833,-86.05589667,D,D,134,,,,,,N
8,3,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79828333,-86.05963,D,D,107,,,,,,N
8,26,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79795,-86.059975,D,D,106,,,,,,N
9,10,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.799355,-86.05979833,D,D,97,,,,,,N
9,24,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79812,-86.05991,D,D,97,,,,,,N
10,8,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79818333,-86.05736667,A,D,122,,,,,,N
10,22,2023,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79799,-86.05814167,A,D,123,,,,,,N
3,8,2024,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.797515,-86.06089333,D,D,102,,,,,,N
4,20,2024,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79784167,-86.06102,D,D,103,,,,,,N
5,15,2024,2,88,LMB,352,2416,NA,150.333,I-21,150.333I-21,L,,33.79744,-86.06137167,D,D,94,,,,,,N
1,6,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.78712945,-86.05288195,A,A,,,,,,,Y
1,29,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.81736,-86.05332833,A,A,118,,,,,,N
2,22,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79698667,-86.06206333,A,A,101,,,,,,N
3,9,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.78636667,-86.06168,A,A,94,,,,,,N
4,12,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79117,-86.07735833,A,A,108,,,,,,N
4,29,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79181167,-86.07463,A,A,104,,,,,,N
5,8,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,Started Manual Tracking,33.78948,-86.07633,A,A,,,,,,,Y
5,24,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79019,-86.07626,A,A,,,,,,,Y
6,5,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.78905,-86.07067,A,A,,,,,,,Y
6,22,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.82361,-86.05008,A,A,,,,,,,Y
7,6,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.83902,-86.06791,A,A,,,,,,,Y
7,17,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.84416,-86.05597,A,A,,,,,,,Y
8,3,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79991,-86.06672,A,A,,,,,,,Y
8,26,2023,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,Brush pile by bluff,33.79994,-86.06667,A,A,,,,,,,Y
2,9,2024,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79301,-86.0606,D,A,,,,,,,Y
2,23,2024,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,Stopped Manual Tracking,33.79297,-86.06054,D,D,,,,,,,Y
3,29,2024,2,91,ALB,390,5075,,150.333,I-22,150.333I-22,L,,33.79401167,-86.059335,D,D,94,,,,,,N
1,6,2023,2,95,ALB,434,5072,5073,150.333,I-23,150.333I-23,,,33.79115824,-86.08377878,A,A,,,,,,,Y
4,12,2023,2,95,ALB,434,5072,5073,150.333,I-23,150.333I-23,,,33.80622333,-86.06421333,D,A,97,,,,,,N
1,2,2023,2,91,LMB,372,5086,NA,150.333,I-24,150.333I-24,L,Harvested 3/7/23,33.78712945,-86.05288195,A,A,,,,,,,Y
1,29,2023,2,91,LMB,372,5086,NA,150.333,I-24,150.333I-24,L,,33.785365,-86.06293333,A,A,119,,,,,,N
2,22,2023,2,91,LMB,372,5086,NA,150.333,I-24,150.333I-24,L,,33.78746667,-86.06406667,A,A,112,,,,,,N
1,6,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78956151,-86.0677914,A,A,,,,,,,Y
1,29,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.81664,-86.04707333,A,A,131,,,,,,N
2,22,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.81427667,-86.04093833,A,A,120,,,,,,N
3,9,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.815235,-86.044475,A,A,120,,,,,,N
4,12,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78504,-86.06451833,A,A,,,,,,,Y
4,29,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78471,-86.0636,A,A,,,,,,,Y
5,8,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78884,-86.06516,A,A,,,,,,,Y
5,24,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78851,-86.06501,A,A,,,,,,,Y
6,5,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.79154,-86.06325,A,A,,,,,,,Y
6,21,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78444,-86.06364,A,A,,,,,,,Y
7,6,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78451,-86.06366,D,A,,,,,,,Y
7,17,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78442,-86.0636,A,D,,,,,,,Y
8,3,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78428,-86.0635,A,D,,,,,,,Y
8,26,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,No location (angler fishing there),33.78429,-86.06355,A,D,,,,,,,Y
9,24,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,Stopped Manual Tracking,33.7843,-86.06351,D,D,,,,,,,Y
10,8,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,Impossibly high signal,33.78460333,-86.06342,A,D,153,,,,,,N
10,22,2023,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78570667,-86.06369667,A,D,127,,,,,,N
3,8,2024,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78656167,-86.06368833,A,D,113,,,,,,N
3,29,2024,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.7848,-86.06108333,A,D,96,,,,,,N
4,20,2024,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.78635333,-86.063235,A,D,116,,,,,,N
5,3,2024,2,97,ALB,360,4355,4356,150.333,I-26,150.333I-26,L,,33.785355,-86.06318833,A,D,107,,,,,,N
12,7,2022,2,197,ALB,451,61,60,150.333,J-33,150.333J-33,U,Tag removed 2/6/23,33.9918068,-86.01125551,A,A,,,,,,,Y
12,6,2022,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,33.96399742,-85.97012871,A,A,,,,,,,Y
1,28,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,33.96467667,-85.97096833,A,A,123,,,,,,N
3,11,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,33.96096,-85.96710833,A,A,132,,,,,,N
4,13,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,"CAUGHT on 4/15/23, TJ",33.96176667,-85.96719667,A,A,,,,,,,Y
4,15,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,"4/15/2023, CL, REPORTED",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
5,1,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00746,-85.95587,A,A,,,Y,,Y,CL,Y
5,9,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00853,-85.95561,A,A,,,Y,,Y,CL,Y
5,25,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00775,-85.95556,A,A,,,Y,,Y,CL,Y
6,6,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00751,-85.95592,A,A,,,Y,,Y,CL,Y
6,21,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00788,-85.95561,A,A,,,Y,,Y,CL,Y
7,7,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00953,-85.95853,A,A,,,Y,,Y,CL,Y
7,18,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00969,-85.95789,A,A,,,Y,,Y,CL,Y
8,3,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.0094,-85.95824,A,A,,,Y,,Y,CL,Y
8,27,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00836,-85.95595,A,A,,,Y,,Y,CL,Y
9,11,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00959,-85.95793,A,A,,,Y,,Y,CL,Y
9,25,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.0105,-85.95544,A,A,,,Y,,Y,CL,Y
10,9,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00964,-85.95802,A,A,,,Y,,Y,CL,Y
10,23,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00802,-85.95555,A,A,,,Y,,Y,CL,Y
11,17,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00689,-85.95412,A,A,,,Y,,Y,CL,Y
12,4,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00677,-85.95374,A,A,,,Y,,Y,CL,Y
12,19,2023,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00669,-85.95349,A,A,,,Y,,Y,CL,Y
1,4,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00669,-85.95374,A,A,,,Y,,Y,CL,Y
1,26,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00695,-85.9555,A,A,,,Y,,Y,CL,Y
2,10,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00865,-85.95559,A,A,,,Y,,Y,CL,Y
3,8,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.0095,-85.95824,A,A,,,Y,,Y,CL,Y
4,20,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.0077,-85.95593,A,A,,,Y,,Y,CL,Y
5,3,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00772,-85.95565,A,A,,,Y,,Y,CL,Y
5,15,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.00939,-85.95837,A,A,,,Y,,Y,CL,Y
5,29,2024,2,38,LMB,485,1461,NA,150.333,J-34,150.333J-34,U,,34.0094,-85.95834,A,A,,,Y,,Y,CL,Y
12,6,2022,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97008002,-85.98417974,A,A,,,,,,,Y
1,28,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96845167,-85.980675,A,A,112,,,,,,N
3,11,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96754833,-85.97733167,A,A,92,,,,,,N
4,13,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97143,-85.980665,A,A,133,,,,,,N
5,1,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97096667,-85.979345,A,A,128,,,,,,N
5,8,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97051167,-85.97839833,A,A,134,,,,,,N
5,25,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.9704,-85.97835,D,A,134,,,,,,N
6,6,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97050833,-85.97876333,A,D,131,,,,,,N
6,21,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97046833,-85.97872833,D,D,116,,,,,,N
7,7,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.9706,-85.97865,D,D,136,,,,,,N
7,17,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97083167,-85.97897167,D,D,134,,,,,,N
8,4,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96953333,-85.97827167,D,D,127,,,,,,N
8,27,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97033,-85.978155,D,D,133,,,,,,N
9,11,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97050333,-85.97871,D,D,134,,,,,,N
9,25,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97043167,-85.97847,D,D,135,,,,,,N
10,9,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97032333,-85.97833,D,D,135,,,,,,N
10,23,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.97075667,-85.978895,D,D,135,,,,,,N
11,2,2023,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96731167,-85.97921167,D,D,117,,,,,,N
3,7,2024,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.969915,-85.979525,D,D,134,Y,,,,,N
3,8,2024,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.966515,-85.977,D,D,98,,,,,,N
4,20,2024,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96666667,-85.977945,D,D,110,,,,,,N
5,3,2024,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96722333,-85.97790167,D,D,108,,,,,,N
5,15,2024,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96710833,-85.97818,D,D,109,,,,,,N
5,29,2024,2,36,LMB,402,1451,NA,150.333,J-35,150.333J-35,,,33.96848667,-85.981235,A,D,98,,,,,,N
12,7,2022,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.98558586,-86.01840626,A,A,,,,,,,Y
2,22,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99264167,-86.01536333,A,A,94,,,,,,N
3,11,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99102,-86.01463667,A,A,99,,,,,,N
4,13,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.98688,-86.01873167,A,A,,,,,,,Y
5,1,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.98716,-86.01926,A,A,,,,,,,Y
5,9,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.98721,-86.01929,D,A,,,,,,,Y
5,25,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,Stopped Manual Tracking,33.98719,-86.01905,D,D,,,,,,,Y
6,6,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.98823833,-86.01665667,D,D,105,,,,,,N
6,21,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99118667,-86.01494,D,D,94,,,,,,N
7,7,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99108667,-86.01426333,D,D,86,,,,,,N
7,18,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99124333,-86.01537667,D,D,92,,,,,,N
8,4,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.991025,-86.01392167,D,D,87,,,,,,N
8,27,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.983075,-86.01666667,D,D,87,,,,,,N
9,11,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.98315667,-86.01666667,D,D,87,,,,,,N
9,25,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99100167,-86.01411,D,D,89,,,,,,N
10,9,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99122,-86.01517167,D,D,97,,,,,,N
10,23,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99045833,-86.01113667,D,D,90,,,,,,N
11,3,2023,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99016833,-86.00618,D,D,93,,,,,,N
3,29,2024,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.991185,-86.01512667,D,D,96,,,,,,N
4,20,2024,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99063333,-86.01056,D,D,87,,,,,,N
5,3,2024,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.9908,-86.01256167,D,D,90,,,,,,N
5,15,2024,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99082333,-86.01239667,D,D,93,,,,,,N
5,29,2024,2,193,LMB,367,66,NA,150.333,J-36,150.333J-36,U,,33.99099833,-86.01419333,D,D,89,,,,,,N
12,5,2022,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93508195,-85.98240997,A,A,,,,,,,Y
1,28,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93760333,-85.995555,A,A,96,,,,,,N
3,11,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93622167,-85.97710667,A,A,131,,,,,,N
4,13,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93593167,-85.97832667,A,A,112,,,,,,N
4,30,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93615833,-85.97722833,A,A,131,,,,,,N
5,8,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93546667,-85.97881833,A,A,106,,,,,,N
5,25,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93615333,-85.97779833,A,A,127,,,,,,N
6,6,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93399833,-85.97781833,A,A,121,,,,,,N
6,22,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93428167,-85.978145,A,A,117,,,,,,N
7,7,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.933895,-85.97776167,A,A,120,,,,,,N
7,17,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,Started Manual Tracking,33.93417,-85.97741,A,A,,,,,,,Y
8,4,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93604,-85.97784,A,A,,,,,,,Y
8,27,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93376,-85.97702,A,A,,,,,,,Y
9,10,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93509,-85.97807,A,A,,,,,,,Y
9,25,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93444,-85.97761,A,A,,,,,,,Y
10,9,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93635,-85.97702,A,A,,,,,,,Y
10,23,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93447,-85.97793,A,A,,,,,,,Y
11,3,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93429,-85.97746,A,A,,,,,,,Y
11,16,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93429,-85.97738,A,A,,,,,,,Y
12,4,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93587,-85.97911,A,A,,,,,,,Y
12,19,2023,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93592,-85.97898,A,A,,,,,,,Y
1,4,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93592,-85.97893,A,A,,,,,,,Y
1,26,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93589,-85.97893,A,A,,,,,,,Y
2,9,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,"Not found 2/23, 3/8",33.93593,-85.979,A,A,,,,,,,Y
3,29,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93507,-85.96968,D,A,,,,,,,Y
4,20,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,Stopped Manual Tracking,33.93507,-85.9696,D,D,,,,,,,Y
5,3,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.931965,-85.97183333,A,D,88,,,,,,N
5,15,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93499833,-85.96947667,D,D,130,,,,,,N
5,29,2024,2,169,LMB,501,2,,150.333,J-37,150.333J-37,U,,33.93277,-85.96826,D,D,96,,,,,,N
12,5,2022,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.93508195,-85.98240997,A,A,,,,,,,Y
1,28,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.93317833,-85.98328333,A,A,96,,,,,,N
3,11,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.9339,-85.98587,A,A,99,,,,,,N
4,13,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.93333333,-85.98333333,A,A,103,,,,,,N
4,30,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.93333333,-85.98287,A,A,106,,,,,,N
5,8,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.933015,-85.982785,A,A,103,,,,,,N
5,24,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,33.93251333,-85.98003833,A,A,100,,,,,,N
5,27,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,"5/27/23, CL, Reported",34.010097,-85.997069,A,A,,,Y,,Y,CL,Y
6,6,2023,2,169,LMB,498,3,NA,150.333,J-38,150.333J-38,,,34.013895,-85.99353333,A,A,115,,Y,,Y,CL,N
12,6,2022,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,33.94047631,-85.99128436,A,A,,,,,,,Y
1,28,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,33.937405,-85.99526333,A,A,104,,,,,,N
3,9,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,33.93592167,-85.99125833,A,A,123,,,,,,N
4,13,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,"Big move to CL, caught?",34.013265,-85.99577,A,A,,,,,,,Y
5,1,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,34.00976,-85.95932,A,A,,,,,,,Y
5,9,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,34.01956,-85.97919,A,A,,,,,,,Y
5,25,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,34.0132,-85.99582,A,A,,,,,,,Y
6,6,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,34.00779,-85.99991,A,A,,,,,,,Y
6,21,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,,34.01387,-85.99491,A,A,,,,,,,Y
7,18,2023,2,168,LMB,422,140,NA,150.333,J-39,150.333J-39,U,"759 Bridge, not found 8/3 or 8/27",33.99583,-86.00027,A,A,,,,,,,Y
12,8,2022,2,70,LMB,424,2394,NA,150.333,J-40,150.333J-40,L,,33.87898657,-86.0409414,A,A,,,,,,,Y
1,29,2023,2,70,LMB,424,2394,NA,150.333,J-40,150.333J-40,L,,33.87188167,-86.05981833,A,A,99,,,,,,N
3,9,2023,2,70,LMB,424,2394,NA,150.333,J-40,150.333J-40,L,,33.84601333,-86.05205333,A,A,133,,,,,,N
4,12,2023,2,70,LMB,424,2394,NA,150.333,J-40,150.333J-40,L,,33.85385833,-86.04616833,A,A,,,,,,,Y
4,30,2023,2,70,LMB,424,2394,NA,150.333,J-40,150.333J-40,L,,33.8462,-86.05186,A,A,,,,,,,Y
